,YEAR_DATE,CARRIER,ORIGIN,ORIGINSTATE,DEST,DEST_STATE_ABR,DEPDELAY,TAXI_OUT,TAXI_IN,ARRDELAY,AIR_TIME,DISTANCE
4173511,1999,UA,ORD,IL,ORF,VA,10.0,17.0,5.0,19.0,104.0,717.0
318288,2008,OO,RNO,NV,SLC,UT,-10.0,9.0,5.0,-15.0,62.0,422.0
797034,2009,MQ,CWA,WI,ORD,IL,-3.0,10.0,9.0,1.0,45.0,213.0
4974822,2007,WN,BNA,TN,AUS,TX,97.0,7.0,4.0,83.0,115.0,756.0
2416655,2010,US,PHX,AZ,PDX,OR,19.0,10.0,3.0,11.0,146.0,1009.0
3878168,2001,HP,OAK,CA,PHX,AZ,-3.0,9.0,4.0,-7.0,99.0,646.0
695441,2002,US,JAX,FL,CLT,NC,-6.0,10.0,5.0,-8.0,57.0,329.0
3655370,2007,B6,BUR,CA,JFK,NY,-3.0,19.0,4.0,-5.0,304.0,2465.0
285949,2006,MQ,CMI,IL,ORD,IL,-1.0,11.0,3.0,3.0,42.0,135.0
3485652,1996,WN,HOU,TX,AUS,TX,4.0,10.0,3.0,-1.0,27.0,152.0
637860,2008,US,PHL,PA,ORD,IL,130.0,27.0,12.0,117.0,115.0,678.0
3780460,2004,NW,MSP,MN,STL,MO,41.0,118.0,10.0,153.0,76.0,449.0
1948106,1999,WN,PHX,AZ,ABQ,NM,14.0,13.0,1.0,14.0,46.0,328.0
262430,2004,NW,DTW,MI,ATL,GA,11.0,25.0,7.0,24.0,96.0,594.0
342156,1998,HP,TUS,AZ,PHX,AZ,0.0,8.0,3.0,6.0,35.0,110.0
764597,2008,OO,BOI,ID,DEN,CO,28.0,7.0,6.0,14.0,78.0,649.0
1957977,2004,OH (1),CVG,KY,GRR,MI,-1.0,12.0,7.0,-2.0,42.0,268.0
2226664,2001,WN,PHX,AZ,SAN,CA,0.0,9.0,2.0,-15.0,49.0,304.0
2898709,2003,WN,SDF,KY,MDW,IL,0.0,9.0,5.0,1.0,47.0,271.0
3926318,2015,US,RNO,NV,PHX,AZ,-7.0,13.0,4.0,-9.0,80.0,601.0
217055,2013,OO,MKE,WI,DEN,CO,45.0,8.0,8.0,28.0,128.0,896.0
1707036,2003,DL,PHX,AZ,ATL,GA,7.0,26.0,16.0,36.0,216.0,1587.0
1173587,2006,OO,COS,CO,SLC,UT,-7.0,11.0,7.0,-11.0,73.0,410.0
297323,2014,WN,DEN,CO,TUS,AZ,43.0,7.0,4.0,29.0,90.0,639.0
4148074,2014,OO,ICT,KS,DEN,CO,55.0,13.0,6.0,55.0,72.0,420.0
3460686,2003,MQ,DSM,IA,ORD,IL,-6.0,8.0,9.0,-8.0,51.0,299.0
3349947,2001,CO,ORD,IL,EWR,NJ,10.0,43.0,6.0,26.0,102.0,719.0
4503217,1995,AA,LAX,CA,DFW,TX,18.0,14.0,12.0,-1.0,147.0,1235.0
4257899,2008,NW,IND,IN,DTW,MI,-9.0,20.0,15.0,-6.0,43.0,231.0
226509,2014,WN,ATL,GA,HOU,TX,3.0,22.0,5.0,-3.0,102.0,696.0
4506480,2016,EV,ORD,IL,TUL,OK,-6.0,14.0,6.0,-19.0,90.0,585.0
3173050,2004,DL,ATL,GA,SDF,KY,13.0,22.0,9.0,15.0,50.0,321.0
4318127,2016,VX,IAD,VA,SFO,CA,-7.0,24.0,9.0,1.0,335.0,2419.0
3625974,2006,US,RSW,FL,CLT,NC,-9.0,10.0,4.0,-16.0,84.0,600.0
1969506,2011,WN,SLC,UT,OAK,CA,20.0,11.0,5.0,11.0,95.0,589.0
3902930,2003,WN,ONT,CA,PHX,AZ,0.0,7.0,3.0,-8.0,52.0,325.0
3377655,2007,DL,ATL,GA,BWI,MD,1.0,29.0,5.0,1.0,77.0,576.0
2401857,2007,9E,DTW,MI,SDF,KY,12.0,15.0,4.0,2.0,53.0,306.0
2373665,2000,AA,BOS,MA,ORD,IL,-4.0,21.0,27.0,6.0,130.0,867.0
569748,2011,EV,ATL,GA,FAY,NC,-6.0,16.0,5.0,-7.0,61.0,331.0
1593755,1995,AA,DCA,VA,DFW,TX,41.0,9.0,7.0,26.0,158.0,1192.0
3670524,2004,OH (1),CVG,KY,IAD,VA,0.0,15.0,7.0,6.0,67.0,388.0
1073240,1999,DL,CVG,KY,ORF,VA,-5.0,20.0,4.0,-5.0,62.0,485.0
1600704,2009,OO,SLC,UT,ORD,IL,-7.0,14.0,13.0,-16.0,150.0,1249.0
736987,2014,US,CLT,NC,PHL,PA,0.0,37.0,5.0,9.0,68.0,449.0
1547632,2004,TZ,MDW,IL,SEA,WA,3.0,36.0,8.0,9.0,224.0,1733.0
2708040,2000,UA,ORD,IL,LAX,CA,-2.0,18.0,10.0,4.0,235.0,1745.0
182752,1997,AA,DFW,TX,SNA,CA,-1.0,11.0,6.0,-15.0,156.0,1205.0
1776566,2012,WN,PHX,AZ,ABQ,NM,-1.0,10.0,3.0,-3.0,50.0,328.0
1270137,2013,OO,LAX,CA,MRY,CA,1.0,23.0,3.0,6.0,50.0,266.0
4887453,2012,EV,MCO,FL,RDU,NC,21.0,20.0,5.0,20.0,78.0,534.0
1623930,2011,MQ,DFW,TX,MLI,IL,5.0,10.0,2.0,-7.0,91.0,691.0
3303816,2004,DH,IAD,VA,GSO,NC,-2.0,23.0,2.0,-4.0,43.0,239.0
263633,2014,US,TPA,FL,CLT,NC,-9.0,11.0,10.0,-7.0,81.0,507.0
2058300,2005,US,CLT,NC,ILM,NC,0.0,9.0,4.0,-10.0,29.0,185.0
8720,2014,OO,SFO,CA,SLC,UT,-3.0,11.0,7.0,-11.0,83.0,599.0
1984290,2007,B6,IAD,VA,BOS,MA,-7.0,22.0,3.0,-12.0,60.0,413.0
1258923,1999,AA,ELP,TX,DFW,TX,-5.0,12.0,22.0,-3.0,75.0,551.0
3779264,2015,VX,DAL,TX,DCA,VA,-7.0,8.0,13.0,-4.0,152.0,1184.0
4819625,2013,AS,SFO,CA,PDX,OR,-4.0,16.0,4.0,-2.0,77.0,550.0
482355,2014,DL,DEN,CO,JFK,NY,48.0,52.0,8.0,124.0,236.0,1626.0
4904986,2003,UA,SFO,CA,DEN,CO,-7.0,16.0,6.0,-10.0,121.0,967.0
827578,2004,AA,ORD,IL,DCA,VA,-2.0,14.0,3.0,-5.0,91.0,612.0
1722865,2004,DL,CVG,KY,PDX,OR,-2.0,21.0,7.0,9.0,261.0,1975.0
4022750,2016,OO,DTW,MI,MQT,MI,161.0,19.0,4.0,157.0,59.0,349.0
326252,2003,EV,ATL,GA,ICT,KS,0.0,7.0,4.0,-4.0,123.0,781.0
1790022,2016,WN,DEN,CO,LAX,CA,1.0,13.0,25.0,16.0,117.0,862.0
803629,2012,UA,PDX,OR,ORD,IL,0.0,10.0,4.0,-36.0,186.0,1739.0
2328968,2007,UA,ORD,IL,DFW,TX,52.0,11.0,9.0,34.0,107.0,802.0
2725998,2016,VX,SFO,CA,DEN,CO,-1.0,19.0,5.0,18.0,145.0,967.0
154859,1999,UA,LGA,NY,DEN,CO,-1.0,20.0,6.0,0.0,217.0,1619.0
2549430,2012,EV,JAN,MS,IAH,TX,-6.0,9.0,4.0,-17.0,56.0,351.0
1536198,2012,UA,PDX,OR,SFO,CA,8.0,7.0,3.0,-12.0,74.0,550.0
2545464,2000,AA,DFW,TX,SFO,CA,-1.0,13.0,3.0,-12.0,209.0,1464.0
4678499,2014,UA,DEN,CO,ORD,IL,-7.0,11.0,11.0,-19.0,115.0,888.0
238951,2000,HP,CMH,OH,DCA,VA,-3.0,10.0,4.0,1.0,52.0,322.0
4048653,2009,WN,SNA,CA,PHX,AZ,-4.0,5.0,10.0,-8.0,51.0,338.0
1911188,2004,AA,MDW,IL,LGA,NY,-1.0,16.0,8.0,-3.0,92.0,725.0
1587809,2003,MQ,BWI,MD,BOS,MA,0.0,11.0,2.0,-7.0,60.0,370.0
954786,2008,MQ,SBA,CA,LAX,CA,-5.0,10.0,11.0,-4.0,30.0,89.0
842590,1996,AS,ANC,AK,FAI,AK,0.0,4.0,3.0,-5.0,41.0,261.0
440082,2014,US,IAH,TX,CLT,NC,-5.0,20.0,7.0,-1.0,123.0,912.0
1395315,2007,NW,MSP,MN,STL,MO,20.0,23.0,7.0,16.0,62.0,449.0
3664602,2004,OH (1),ORF,VA,CVG,KY,-5.0,17.0,6.0,-7.0,84.0,485.0
3262582,2010,DL,ATL,GA,SAV,GA,-4.0,21.0,7.0,-21.0,34.0,215.0
1948848,2014,AA,DFW,TX,MCI,MO,-3.0,14.0,5.0,-15.0,64.0,460.0
3560708,2010,AS,PSG,AK,WRG,AK,4.0,11.0,3.0,3.0,13.0,31.0
3965295,2007,OO,SLC,UT,SEA,WA,-11.0,16.0,5.0,-21.0,100.0,689.0
3471840,2015,AA,MIA,FL,BOS,MA,0.0,12.0,5.0,-10.0,170.0,1258.0
1977427,2006,EV,LAS,NV,SLC,UT,66.0,12.0,5.0,60.0,57.0,368.0
4102538,2015,EV,PWM,ME,EWR,NJ,154.0,8.0,10.0,146.0,69.0,284.0
1838277,2008,MQ,ORD,IL,SDF,KY,32.0,16.0,4.0,24.0,47.0,286.0
2519395,1997,TW,TPA,FL,STL,MO,0.0,22.0,8.0,1.0,124.0,869.0
204575,2014,MQ,HPN,NY,ORD,IL,116.0,8.0,7.0,104.0,129.0,738.0
4386987,2001,UA,ABQ,NM,DEN,CO,-4.0,12.0,4.0,-2.0,61.0,349.0
596570,1997,AA,ORD,IL,MDT,PA,21.0,96.0,4.0,100.0,80.0,594.0
4263974,2013,DL,LAS,NV,DTW,MI,1.0,16.0,9.0,-5.0,202.0,1749.0
3362701,2005,UA,ORD,IL,EWR,NJ,5.0,15.0,7.0,-23.0,101.0,719.0
3548486,2008,B6,FLL,FL,RDU,NC,-7.0,39.0,3.0,-9.0,86.0,680.0
3581120,2003,AA,TPA,FL,STL,MO,-9.0,14.0,5.0,-11.0,128.0,869.0
443006,2003,NW,TUS,AZ,MSP,MN,-3.0,10.0,16.0,-8.0,153.0,1298.0
1915931,2005,HP,FLL,FL,LAS,NV,-3.0,9.0,7.0,-13.0,292.0,2174.0
3995339,2000,US,ORD,IL,PHL,PA,276.0,17.0,10.0,259.0,90.0,678.0
4568718,2001,US,ORF,VA,CLT,NC,2.0,12.0,5.0,-5.0,46.0,290.0
4455116,2011,WN,DEN,CO,IND,IN,11.0,14.0,5.0,7.0,117.0,977.0
2730540,2002,AS,SEA,WA,SNA,CA,-4.0,12.0,13.0,2.0,137.0,978.0
340325,2005,UA,SFO,CA,IAD,VA,-3.0,16.0,6.0,-20.0,273.0,2419.0
636496,2008,F9,DEN,CO,DFW,TX,-7.0,30.0,9.0,14.0,94.0,641.0
1618975,2013,UA,SFO,CA,ORD,IL,-4.0,26.0,9.0,5.0,222.0,1846.0
875782,2007,XE,CLE,OH,ALB,NY,-5.0,11.0,4.0,-5.0,65.0,424.0
3822031,2012,AA,MIA,FL,BOS,MA,-3.0,12.0,10.0,-17.0,154.0,1258.0
4595512,2004,US,PHL,PA,BOS,MA,10.0,11.0,5.0,6.0,58.0,280.0
1176094,2010,EV,ATL,GA,CAK,OH,-2.0,17.0,3.0,-20.0,69.0,528.0
3696992,2004,OO,SLC,UT,MCI,MO,19.0,15.0,3.0,14.0,118.0,919.0
2632098,2000,WN,AUS,TX,TPA,FL,28.0,10.0,6.0,28.0,124.0,928.0
2566518,1999,UA,DEN,CO,DTW,MI,6.0,12.0,4.0,13.0,151.0,1123.0
1211107,2001,US,ORD,IL,CLT,NC,-4.0,23.0,8.0,5.0,84.0,599.0
4281891,2007,US,BOS,MA,LGA,NY,-8.0,9.0,5.0,-15.0,50.0,185.0
986142,2004,NW,BNA,TN,DTW,MI,6.0,8.0,8.0,-1.0,74.0,457.0
2782324,2014,EV,EWR,NJ,BWI,MD,33.0,33.0,4.0,42.0,38.0,169.0
3443565,2004,AA,DFW,TX,PBI,FL,10.0,13.0,3.0,0.0,127.0,1103.0
4737445,2007,XE,ALB,NY,EWR,NJ,57.0,18.0,5.0,61.0,45.0,143.0
889876,2003,DL,ATL,GA,VPS,FL,1.0,32.0,10.0,8.0,39.0,250.0
4360380,2015,OO,MKE,WI,IAH,TX,16.0,11.0,3.0,-10.0,140.0,984.0
1379531,2000,UA,TUL,OK,DEN,CO,46.0,12.0,19.0,58.0,81.0,541.0
2743178,2014,AS,LAX,CA,SEA,WA,4.0,20.0,8.0,2.0,130.0,954.0
4478441,2013,WN,OAK,CA,LAS,NV,0.0,11.0,5.0,-1.0,68.0,407.0
319009,2011,XE,IAH,TX,CHS,SC,55.0,9.0,5.0,51.0,120.0,925.0
2973865,2016,WN,MCO,FL,BDL,CT,-5.0,17.0,5.0,-4.0,139.0,1050.0
4102040,1995,US,BNA,TN,PIT,PA,0.0,8.0,10.0,3.0,67.0,462.0
2428364,2003,DL,ATL,GA,PBI,FL,1.0,11.0,4.0,-6.0,74.0,545.0
3516626,2016,EV,MKE,WI,EWR,NJ,-1.0,14.0,7.0,10.0,124.0,725.0
1710631,2012,AA,DFW,TX,LGA,NY,89.0,15.0,4.0,55.0,157.0,1389.0
4646901,2007,WN,SNA,CA,SMF,CA,1.0,13.0,4.0,3.0,65.0,404.0
1374358,1997,WN,LAS,NV,SAN,CA,0.0,8.0,2.0,-5.0,45.0,258.0
3713109,2008,AA,LGA,NY,ORD,IL,-2.0,36.0,18.0,9.0,112.0,733.0
3173218,2007,CO,SAT,TX,IAH,TX,-9.0,11.0,5.0,-13.0,40.0,191.0
3230959,2005,FL,PHF,VA,LGA,NY,0.0,10.0,10.0,5.0,62.0,288.0
3932121,2004,EV,DFW,TX,HOU,TX,3.0,12.0,4.0,-5.0,46.0,247.0
1435591,2009,WN,TPA,FL,PBI,FL,-3.0,11.0,4.0,-8.0,35.0,174.0
1735362,2012,WN,OAK,CA,SLC,UT,6.0,9.0,2.0,-8.0,80.0,588.0
18033,2005,EV,ATL,GA,ISO,NC,-5.0,19.0,4.0,-7.0,57.0,406.0
776666,2000,DL,ATL,GA,MDT,PA,32.0,26.0,8.0,36.0,78.0,619.0
2099236,2001,NW,AZO,MI,DTW,MI,55.0,13.0,3.0,51.0,26.0,113.0
2175751,2000,AA,DFW,TX,PHL,PA,-2.0,14.0,6.0,5.0,170.0,1302.0
4502727,2015,DL,FLL,FL,ATL,GA,-2.0,12.0,10.0,-6.0,84.0,581.0
3276055,2008,WN,BWI,MD,ORF,VA,0.0,7.0,4.0,-5.0,34.0,159.0
1434571,1996,DL,MLU,LA,DFW,TX,-4.0,11.0,7.0,17.0,73.0,293.0
980376,2000,UA,DSM,IA,DEN,CO,8.0,9.0,6.0,14.0,99.0,590.0
2966542,1996,WN,SAN,CA,PHX,AZ,10.0,10.0,3.0,8.0,50.0,304.0
2079455,2001,AA,BWI,MD,ORD,IL,7.0,28.0,6.0,12.0,101.0,621.0
1064832,2005,AA,PHL,PA,ORD,IL,-5.0,20.0,5.0,-30.0,104.0,678.0
3222435,2005,CO,EWR,NJ,DEN,CO,9.0,18.0,11.0,8.0,217.0,1605.0
4189245,2002,DL,ATL,GA,LGA,NY,0.0,20.0,11.0,-2.0,102.0,761.0
1075852,2002,AA,DFW,TX,LGB,CA,-5.0,24.0,4.0,-1.0,178.0,1220.0
1488897,2016,WN,MAF,TX,HOU,TX,-6.0,6.0,13.0,-5.0,62.0,441.0
1231177,2004,HP,PHX,AZ,SAN,CA,38.0,61.0,2.0,84.0,48.0,304.0
2790297,2010,FL,ATL,GA,ICT,KS,-2.0,15.0,5.0,-22.0,98.0,781.0
928873,2009,OO,SLC,UT,LAX,CA,6.0,12.0,7.0,-5.0,83.0,590.0
42777,2009,OO,SFO,CA,EUG,OR,-1.0,10.0,3.0,-9.0,63.0,451.0
4059165,2016,EV,ATL,GA,OAJ,NC,28.0,18.0,5.0,24.0,54.0,399.0
617050,2004,UA,ORD,IL,SFO,CA,4.0,22.0,2.0,4.0,243.0,1846.0
536256,2003,AA,TUS,AZ,ORD,IL,17.0,45.0,7.0,30.0,162.0,1437.0
3032118,2006,UA,MCI,MO,ORD,IL,3.0,17.0,7.0,6.0,69.0,403.0
3074507,2006,DL,LIT,AR,ATL,GA,-3.0,12.0,7.0,-16.0,63.0,453.0
3868210,2001,UA,MCI,MO,DEN,CO,-1.0,8.0,8.0,-9.0,76.0,533.0
4246941,2014,OO,ICT,KS,ORD,IL,-8.0,18.0,21.0,2.0,89.0,588.0
4602798,1997,DL,ATL,GA,FLL,FL,7.0,33.0,3.0,17.0,85.0,581.0
182857,2014,B6,RSW,FL,JFK,NY,-10.0,10.0,6.0,-32.0,143.0,1074.0
214682,2010,WN,LAX,CA,MCI,MO,6.0,7.0,5.0,-5.0,172.0,1363.0
2981872,2014,UA,SJU,PR,EWR,NJ,1.0,13.0,10.0,-19.0,212.0,1608.0
1719144,1997,DL,OKC,OK,SLC,UT,5.0,9.0,9.0,-1.0,111.0,866.0
3177273,2015,WN,PHX,AZ,ELP,TX,0.0,9.0,4.0,2.0,54.0,347.0
1002187,1997,DL,ATL,GA,AGS,GA,39.0,8.0,4.0,26.0,25.0,143.0
2881246,1995,WN,SFO,CA,SAN,CA,0.0,9.0,2.0,0.0,69.0,447.0
4459101,1999,HP,ONT,CA,PHX,AZ,0.0,11.0,7.0,5.0,55.0,325.0
2046985,2013,AA,LAX,CA,DFW,TX,34.0,29.0,3.0,31.0,145.0,1235.0
998344,2010,WN,HOU,TX,FLL,FL,1.0,6.0,5.0,-2.0,121.0,957.0
3799702,2011,WN,MCO,FL,PIT,PA,-7.0,6.0,5.0,-12.0,119.0,834.0
4337639,2014,WN,PHX,AZ,AUS,TX,10.0,9.0,4.0,3.0,105.0,872.0
2958527,2002,UA,LAX,CA,DFW,TX,-7.0,12.0,8.0,-25.0,142.0,1235.0
84485,1998,UA,DFW,TX,ORD,IL,9.0,10.0,6.0,6.0,111.0,802.0
1061295,1995,TW,STL,MO,PHX,AZ,0.0,38.0,5.0,-6.0,151.0,1262.0
4507042,2014,WN,BWI,MD,PIT,PA,-2.0,14.0,5.0,-5.0,43.0,210.0
2575457,2011,DL,SLC,UT,JAC,WY,-5.0,17.0,4.0,-5.0,46.0,205.0
2713642,2003,XE,IAH,TX,EFD,TX,-4.0,9.0,5.0,-10.0,8.0,28.0
3008280,1996,AA,CLT,NC,DFW,TX,0.0,62.0,5.0,42.0,131.0,936.0
3331117,2005,OH (1),SDF,KY,CVG,KY,-4.0,10.0,6.0,-4.0,30.0,83.0
3928706,2010,OO,DEN,CO,RAP,SD,0.0,19.0,3.0,1.0,44.0,300.0
2509177,2004,DH,ORD,IL,OKC,OK,106.0,26.0,4.0,110.0,108.0,693.0
3014807,2004,AA,DFW,TX,LAS,NV,21.0,20.0,8.0,23.0,146.0,1055.0
4922793,2007,NW,HNL,HI,ANC,AK,-15.0,20.0,12.0,-48.0,305.0,2777.0
1845965,2002,US,PHL,PA,ORD,IL,-4.0,53.0,7.0,33.0,117.0,678.0
2025469,2003,MQ,DFW,TX,ABI,TX,20.0,11.0,2.0,12.0,28.0,158.0
2891305,2001,AA,ORD,IL,MSP,MN,-7.0,12.0,5.0,-26.0,58.0,334.0
1995369,2001,WN,BWI,MD,ALB,NY,0.0,11.0,3.0,-7.0,49.0,288.0
3310440,2015,WN,PHX,AZ,AUS,TX,-4.0,9.0,7.0,-9.0,104.0,872.0
2379262,2015,AS,ANC,AK,BET,AK,-7.0,10.0,4.0,-17.0,58.0,399.0
2422649,2010,FL,ATL,GA,IND,IN,53.0,13.0,4.0,37.0,62.0,432.0
374652,2005,OH (1),CVG,KY,FSD,SD,0.0,13.0,5.0,-7.0,92.0,701.0
329901,2011,B6,PWM,ME,JFK,NY,-8.0,11.0,4.0,-16.0,55.0,273.0
4435705,1996,UA,DEN,CO,MCI,MO,1.0,8.0,3.0,-10.0,68.0,533.0
153953,2016,DL,SLC,UT,LAX,CA,-3.0,12.0,19.0,-11.0,86.0,590.0
4687962,1996,AA,MCO,FL,DFW,TX,4.0,13.0,8.0,-1.0,147.0,984.0
355616,1995,DL,DFW,TX,PHX,AZ,6.0,13.0,6.0,-1.0,120.0,868.0
2272455,1995,UA,BIL,MT,DEN,CO,203.0,6.0,6.0,197.0,63.0,455.0
1983537,2013,9E,CVG,KY,ORD,IL,-9.0,17.0,14.0,-8.0,46.0,265.0
381453,1997,DL,ALB,NY,CVG,KY,-5.0,21.0,5.0,10.0,114.0,623.0
2329845,2015,AA,ORD,IL,BOS,MA,-1.0,15.0,5.0,-6.0,105.0,867.0
983942,2006,YV,CHS,SC,IAD,VA,64.0,16.0,3.0,73.0,83.0,441.0
2841864,2004,NW,DFW,TX,MSP,MN,-3.0,10.0,6.0,-19.0,113.0,852.0
3713864,2008,MQ,FNT,MI,ORD,IL,67.0,27.0,11.0,83.0,48.0,223.0
1578222,2014,US,PHX,AZ,BOI,ID,0.0,20.0,6.0,5.0,102.0,735.0
1850861,2001,NW,DTW,MI,GRR,MI,34.0,18.0,7.0,39.0,27.0,120.0
4935709,2014,DL,ATL,GA,JAX,FL,-1.0,13.0,4.0,-14.0,42.0,270.0
994939,2010,AA,BDL,CT,DFW,TX,-3.0,11.0,26.0,6.0,197.0,1471.0
3932927,2011,OO,MSP,MN,BNA,TN,-4.0,41.0,4.0,1.0,92.0,695.0
2158335,2012,WN,BNA,TN,FLL,FL,1.0,7.0,3.0,-9.0,110.0,793.0
3532573,2009,EV,ATL,GA,SHV,LA,-3.0,21.0,4.0,-7.0,82.0,551.0
4583502,2001,US,CLT,NC,ORF,VA,5.0,11.0,3.0,-4.0,45.0,290.0
175331,1996,US,CLT,NC,ORD,IL,-1.0,13.0,4.0,-2.0,98.0,599.0
1097217,2015,WN,DEN,CO,MSP,MN,14.0,23.0,5.0,7.0,80.0,680.0
135838,2013,EV,ATL,GA,MGM,AL,-6.0,9.0,2.0,-15.0,30.0,147.0
3997788,2009,UA,DEN,CO,PHX,AZ,0.0,10.0,5.0,-12.0,92.0,602.0
275469,1997,AA,BOS,MA,ORD,IL,-2.0,10.0,5.0,-16.0,133.0,867.0
3804595,2005,DL,ATL,GA,SAN,CA,-1.0,10.0,3.0,-11.0,272.0,1891.0
2157416,1998,WN,BWI,MD,PVD,RI,60.0,10.0,4.0,60.0,51.0,328.0
4090970,1998,DL,ORF,VA,ATL,GA,-1.0,10.0,5.0,3.0,89.0,516.0
14632,2006,DL,ATL,GA,RDU,NC,-3.0,15.0,3.0,-4.0,57.0,356.0
3359072,2013,WN,TPA,FL,FLL,FL,-1.0,19.0,3.0,0.0,39.0,197.0
622305,2006,MQ,XNA,AR,ORD,IL,-4.0,7.0,4.0,-26.0,67.0,522.0
1844127,2014,MQ,SGF,MO,DFW,TX,6.0,13.0,6.0,7.0,67.0,364.0
3906559,2011,AA,DFW,TX,SFO,CA,96.0,21.0,4.0,106.0,205.0,1464.0
4008638,2013,AA,JFK,NY,TPA,FL,2.0,17.0,4.0,-3.0,154.0,1005.0
4219278,1999,TW,BDL,CT,STL,MO,-2.0,11.0,6.0,15.0,171.0,957.0
1221488,2009,WN,MSY,LA,PHX,AZ,0.0,8.0,6.0,-14.0,177.0,1301.0
2678005,2004,WN,PDX,OR,GEG,WA,3.0,10.0,2.0,0.0,45.0,279.0
2942053,1996,AA,ORD,IL,LGA,NY,-4.0,64.0,5.0,43.0,98.0,733.0
4946446,2008,XE,IAH,TX,DFW,TX,-2.0,13.0,5.0,-6.0,45.0,224.0
4924526,2013,MQ,FSD,SD,ORD,IL,-11.0,12.0,31.0,-3.0,65.0,462.0
3827764,2005,OO,IAH,TX,SJT,TX,-3.0,9.0,2.0,-8.0,79.0,321.0
1506198,2009,AS,ANC,AK,FAI,AK,-10.0,9.0,4.0,-16.0,39.0,261.0
1971683,2009,XE,BHM,AL,IAH,TX,-1.0,11.0,5.0,-7.0,91.0,562.0
4969236,2010,FL,BWI,MD,DAY,OH,-3.0,11.0,6.0,-4.0,69.0,406.0
1861045,2015,HA,HNL,HI,PDX,OR,-6.0,18.0,8.0,17.0,327.0,2603.0
496288,2011,UA,ORD,IL,CLT,NC,-7.0,23.0,6.0,-1.0,85.0,599.0
294343,2013,OO,PHX,AZ,GJT,CO,-3.0,38.0,4.0,20.0,66.0,438.0
493975,2014,MQ,MIA,FL,EYW,FL,-5.0,10.0,3.0,-24.0,27.0,125.0
3662970,2016,DL,SEA,WA,SLC,UT,4.0,12.0,5.0,3.0,94.0,689.0
4124515,1995,UA,ORD,IL,PDX,OR,0.0,17.0,3.0,-25.0,224.0,1739.0
4419212,2002,UA,HNL,HI,SFO,CA,-5.0,18.0,5.0,0.0,289.0,2399.0
2601109,2001,HP,LAS,NV,PHX,AZ,0.0,8.0,5.0,-11.0,49.0,256.0
1000156,2001,WN,PDX,OR,OAK,CA,0.0,3.0,2.0,-15.0,80.0,543.0
651005,2011,OO,EUG,OR,PDX,OR,-8.0,6.0,2.0,-14.0,25.0,106.0
4316909,2010,US,CLT,NC,BWI,MD,14.0,16.0,4.0,12.0,59.0,361.0
1149742,1997,UA,BOS,MA,ORD,IL,0.0,13.0,5.0,-8.0,131.0,867.0
4820894,2014,WN,BUR,CA,SJC,CA,-4.0,26.0,3.0,9.0,49.0,296.0
1403399,2014,AS,SAN,CA,SEA,WA,-4.0,20.0,6.0,9.0,165.0,1050.0
938483,1999,WN,TPA,FL,FLL,FL,0.0,10.0,2.0,10.0,48.0,197.0
4479785,2000,NW,DTW,MI,ABE,PA,-1.0,33.0,4.0,18.0,64.0,424.0
2143773,1997,US,MCO,FL,CLT,NC,-1.0,11.0,5.0,1.0,83.0,468.0
3660394,2008,EV,ATL,GA,LFT,LA,-6.0,18.0,3.0,-7.0,84.0,503.0
3572235,2002,DL,ATL,GA,AUS,TX,5.0,42.0,9.0,38.0,112.0,813.0
1355994,2011,MQ,CMH,OH,LGA,NY,-3.0,15.0,12.0,-12.0,69.0,479.0
4506812,2004,AA,DFW,TX,PHL,PA,-3.0,18.0,6.0,-8.0,164.0,1302.0
1135404,1997,NW,DTW,MI,PDX,OR,-4.0,32.0,4.0,6.0,263.0,1953.0
2684436,2012,B6,BOS,MA,FLL,FL,-5.0,22.0,7.0,2.0,187.0,1237.0
2526004,2013,OO,LAX,CA,MRY,CA,-7.0,22.0,4.0,-3.0,49.0,266.0
4711151,2008,WN,OAK,CA,ONT,CA,0.0,7.0,4.0,-6.0,58.0,362.0
3836985,2004,NW,MSP,MN,PHX,AZ,6.0,12.0,3.0,-28.0,152.0,1276.0
1811868,2000,AA,MCO,FL,MIA,FL,38.0,9.0,2.0,31.0,34.0,193.0
2769249,2004,DL,PBI,FL,ATL,GA,-2.0,16.0,6.0,-6.0,80.0,545.0
4696600,2001,US,SFO,CA,PIT,PA,0.0,17.0,5.0,-11.0,248.0,2254.0
3194829,1996,WN,OAK,CA,SNA,CA,0.0,10.0,3.0,-6.0,56.0,371.0
4513815,2007,FL,BOS,MA,MDW,IL,58.0,27.0,4.0,59.0,126.0,861.0
2053187,2001,NW,MIA,FL,MEM,TN,-7.0,12.0,2.0,-20.0,125.0,860.0
2336083,2006,MQ,SJC,CA,LAX,CA,-5.0,17.0,11.0,9.0,57.0,308.0
4659586,1995,US,FLL,FL,LGA,NY,24.0,9.0,8.0,6.0,142.0,1076.0
4562084,2000,CO,LGA,NY,IAH,TX,-4.0,28.0,4.0,-20.0,186.0,1416.0
3047021,2013,WN,DTW,MI,PHX,AZ,1.0,15.0,5.0,-14.0,215.0,1671.0
4170740,2008,AS,SFO,CA,PDX,OR,0.0,23.0,6.0,1.0,75.0,550.0
1274584,2003,WN,LAS,NV,SMF,CA,12.0,21.0,3.0,11.0,65.0,397.0
885711,2016,EV,IAH,TX,CLE,OH,-2.0,12.0,6.0,-11.0,138.0,1091.0
